58.65993043,0,0.5,0,0,0,0,0,0,0,1,1,1,0,0.5
54.13667759,0,0.333333333,1,0,0,1,0,0,0,1,1,1,0,0
58.2077331,1,0.5,0,0,0,0,0,0,0,1,1,1,0,0.5
52.26872288,0,0.6,1,1,0,0,0,0,0,1,1,1,0,0.333333333
48.26296332,1,0.5,0,0,0,0,0,0,0,1,1,1,0,0.5
56.81959836,2,0.571428571,0,1,0,0,0,0,0,1,1,1,0,0.571428571
51.32672728,0,0.5,1,0,0,0,0,0,0,1,1,1,0,0.5
56.74065948,1,0.555555556,0,0,0,0,0,0,0,1,1,1,0,0.578947368
51.32672728,0,0.6,1,0,0,0,0,0,0,1,1,1,0,0.5
58.65749902,1,0.583333333,0,0,0,0,0,0,0,0,1,2,0,0.578947368
54.13667759,0,0.615384615,1,0,0,0,0,0,0,0,1,2,0,0
50.41491558,1,0.571428571,0,0,0,0,0,0,0,0,1,2,0,0.5
57.0051635,2,0.533333333,0,0,0,0,0,0,0,0,1,2,0,0.666666667
59.08221601,0,0.5625,1,0,0,0,0,0,0,0,1,2,0,0.5
51.32672728,0,0.529411765,2,0,0,0,0,0,0,0,1,2,0,0.428571429
55.28787244,1,0.5,0,0,0,0,0,0,0,0,1,2,0,0.5
58.36122792,0,0.55,1,0,0,0,0,0,0,1,1,3,0,0.421052632
53.04296356,1,0.523809524,0,0,0,0,0,0,0,1,1,3,0,1
60.13910364,2,0.545454545,0,0,0,0,0,0,0,1,1,3,0,1
54.13667759,0,0.565217391,1,0,0,0,0,0,0,1,1,3,0,0.666666667
58.65749902,1,0.52,0,0,0,0,0,0,0,0,1,4,0,0.727272727
58.33403025,0,0.5,1,0,0,0,0,0,0,0,1,4,0,0
59.0807554,0,0.481481481,2,0,0,0,0,0,0,0,1,4,0,0
57.27391811,0,0.517241379,3,0,0,0,0,0,0,1,1,5,0,0
53.04296356,1,0.533333333,0,0,0,0,0,0,0,1,1,5,0,1
49.53574279,2,0.516129032,0,0,0,1,0,0,0,1,1,5,0,1
58.65749902,3,0.5,0,0,0,0,0,0,0,1,1,5,0,1
58.33403025,0,0.484848485,1,0,0,1,0,0,0,1,1,5,0,0.727272727
60.24303019,0,0.5,2,0,0,0,0,0,0,1,1,5,0,0.571428571
51.32672728,0,0.514285714,3,0,0,0,0,0,0,1,1,5,0,0.5
58.65749902,1,0.513513514,0,0,0,0,0,0,0,0,1,6,0,0.578947368
54.13667759,0,0.5,1,0,0,0,0,0,0,0,1,6,0,0
57.0051635,1,0.487179487,0,0,0,0,0,0,0,0,1,6,0,0.5
57.47175442,0,0.475,1,0,0,0,0,0,0,0,1,6,0,0.333333333
56.88467068,0,0.5,2,0,0,0,0,0,0,1,1,7,0,0.272727273
53.04296356,1,0.511627907,0,0,0,0,0,0,0,1,1,7,0,1
49.53574279,2,0.5,0,0,0,0,0,0,0,1,1,7,0,1
59.31510658,3,0.511111111,0,0,0,0,0,0,0,1,1,7,0,1
59.97810173,0,0.510638298,1,0,0,0,0,0,0,0,1,8,0,0.727272727
54.13667759,0,0.5,2,0,0,0,0,0,0,0,1,8,0,0
58.69473192,1,0.510204082,0,0,0,0,0,0,0,0,1,8,0,0.5
52.26872288,0,0.52,1,0,0,0,0,0,0,0,1,8,0,0.333333333
48.26296332,1,0.529411765,0,0,0,0,1,1,0,0,1,8,0,0.5
49.53574279,2,0.528301887,0,0,0,0,0,0,0,1,1,9,0,0.571428571
59.38248813,3,0.537037037,0,0,0,0,0,0,0,1,1,9,0,1
54.13667759,0,0.527272727,1,0,0,0,0,0,0,1,1,9,0,0.5
57.93758695,1,0.535714286,0,0,0,0,0,0,0,1,1,9,0,0.666666667
52.26872288,0,0.526315789,1,0,0,1,0,0,0,1,1,9,0,0.5
57.20594671,1,0.534482759,0,0,0,0,0,0,0,1,1,9,0,0.571428571
51.32672728,0,0.525423729,1,0,0,0,0,0,0,1,1,9,0,0.5
56.14714032,1,0.516666667,0,0,0,0,0,0,0,1,1,9,0,0.578947368
57.19314726,0,0.524590164,1,0,0,0,0,0,0,1,1,9,0,0.5
59.0807554,0,0.532258065,2,0,0,0,0,0,0,1,1,9,0,0.421052632
51.32672728,0,0.53968254,3,0,0,0,0,0,0,1,1,9,0,0.5
58.65749902,1,0.523076923,0,0,0,0,0,0,0,0,2,1,0,0.578947368
58.33403025,0,0.515151515,1,0,0,0,0,0,0,0,2,1,0,0
59.0807554,0,0.507462687,2,0,0,0,0,0,0,0,2,1,0,0
58.8211024,0,0.52173913,3,0,0,0,0,0,0,1,2,2,0,0
53.04296356,1,0.514285714,0,0,0,0,0,0,0,1,2,2,0,1
58.65749902,2,0.507042254,0,0,0,1,0,0,0,1,2,2,0,1
59.03140264,0,0.513888889,1,1,0,0,0,0,0,1,2,2,0,0.666666667
52.26872288,0,0.506849315,2,0,0,1,0,0,0,1,2,2,0,0.5
56.14714032,1,0.5,0,0,0,1,0,0,0,1,2,2,0,0.571428571
56.59041371,0,0.493333333,1,0,0,0,0,0,0,1,2,2,0,0.5
61.55486418,0,0.480519481,2,0,0,0,0,0,0,0,2,3,0,0.421052632
61.77554081,0,0.474358974,3,0,0,0,0,0,0,0,2,3,0,0
62.96164122,0,0.46835443,4,0,0,1,0,0,0,0,2,3,0,0
67.99824714,0,0.469135802,5,0,0,0,0,0,0,1,2,4,0,0
54.13667759,0,0.475609756,6,1,0,0,0,0,0,1,2,4,0,0
50.41491558,1,0.469879518,0,0,0,0,0,0,0,1,2,4,0,0.5
